games/url,games/pgn,games/time_control,games/end_time,games/rated,games/accuracies/white,games/accuracies/black,games/tcn,games/uuid,games/initial_setup,games/fen,games/time_class,games/rules,games/white/rating,games/white/result,games/white/@id,games/white/username,games/white/uuid,games/black/rating,games/black/result,games/black/@id,games/black/username,games/black/uuid,games/eco,games/start_time,games/tournament
https://www.chess.com/game/live/129504783227,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2025.01.01""]
[Round ""-""]
[White ""quietforest""]
[Black ""EliteBarbs13""]
[Result ""0-1""]
[CurrentPosition ""r7/ppp2R2/2kp4/3p4/8/8/PPP4P/2K5 w - -""]
[Timezone ""UTC""]
[ECO ""A45""]
[ECOUrl ""https://www.chess.com/openings/Indian-Game...3.Nc3-Bg7-4.e4-d6-5.Qd2""]
[UTCDate ""2025.01.01""]
[UTCTime ""21:09:13""]
[WhiteElo ""1555""]
[BlackElo ""1584""]
[TimeControl ""180+2""]
[Termination ""EliteBarbs13 won by resignation""]
[StartTime ""21:09:13""]
[EndDate ""2025.01.01""]
[EndTime ""21:17:08""]
[Link ""https://www.chess.com/game/live/129504783227""]

1. d4 {[%clk 0:03:02]} 1... g6 {[%clk 0:03:02]} 2. Bf4 {[%clk 0:03:03.2]} 2... Bg7 {[%clk 0:03:03.5]} 3. Nc3 {[%clk 0:03:04.4]} 3... d6 {[%clk 0:03:05.1]} 4. e4 {[%clk 0:03:05.3]} 4... Nf6 {[%clk 0:03:06.7]} 5. Qd2 {[%clk 0:03:05.8]} 5... O-O {[%clk 0:03:08]} 6. O-O-O {[%clk 0:02:55.7]} 6... Nc6 {[%clk 0:03:09.2]} 7. Bh6 {[%clk 0:02:22.5]} 7... e5 {[%clk 0:02:50.4]} 8. Bxg7 {[%clk 0:02:22]} 8... Kxg7 {[%clk 0:02:52.3]} 9. dxe5 {[%clk 0:02:21.9]} 9... Nxe5 {[%clk 0:02:52.2]} 10. f3 {[%clk 0:02:18.4]} 10... Be6 {[%clk 0:02:49.8]} 11. g4 {[%clk 0:02:16.9]} 11... h5 {[%clk 0:02:39.6]} 12. gxh5 {[%clk 0:02:11.6]} 12... Nxh5 {[%clk 0:02:41.1]} 13. Be2 {[%clk 0:02:05.8]} 13... Rh8 {[%clk 0:02:41.1]} 14. f4 {[%clk 0:01:57.8]} 14... Nc6 {[%clk 0:02:32.6]} 15. Nf3 {[%clk 0:01:45.6]} 15... Qf6 {[%clk 0:02:29.7]} 16. f5 {[%clk 0:00:48.7]} 16... gxf5 {[%clk 0:02:20.2]} 17. exf5 {[%clk 0:00:50.6]} 17... Qxf5 {[%clk 0:02:16.8]} 18. Rhg1+ {[%clk 0:00:37.4]} 18... Kf8 {[%clk 0:02:17.6]} 19. Ng5 {[%clk 0:00:28.8]} 19... Ke7 {[%clk 0:02:03]} 20. Bxh5 {[%clk 0:00:07.7]} 20... Rxh5 {[%clk 0:01:57.1]} 21. Rdf1 {[%clk 0:00:08.7]} 21... Qc5 {[%clk 0:00:56]} 22. Nce4 {[%clk 0:00:04.3]} 22... Qb5 {[%clk 0:00:43.6]} 23. Nxe6 {[%clk 0:00:03.7]} 23... fxe6 {[%clk 0:00:44.9]} 24. Rg7+ {[%clk 0:00:04.5]} 24... Ke8 {[%clk 0:00:26.8]} 25. Qg2 {[%clk 0:00:05.1]} 25... Rh8 {[%clk 0:00:22.7]} 26. Rg8+ {[%clk 0:00:05.4]} 26... Rxg8 {[%clk 0:00:24]} 27. Qxg8+ {[%clk 0:00:06.7]} 27... Kd7 {[%clk 0:00:25.7]} 28. Rf7+ {[%clk 0:00:07]} 28... Ne7 {[%clk 0:00:26.6]} 29. Nf6+ {[%clk 0:00:07.7]} 29... Kc6 {[%clk 0:00:27.1]} 30. Qg2+ {[%clk 0:00:09.1]} 30... Nd5 {[%clk 0:00:26.2]} 31. Nxd5 {[%clk 0:00:08.1]} 31... Qxd5 {[%clk 0:00:26.4]} 32. Qxd5+ {[%clk 0:00:09.2]} 32... exd5 {[%clk 0:00:27.9]} 0-1
",180+2,1735766228,true,67.7,66.7,lB2UcD92bsZRmC!Tdl8!ec5QDV0KV2!2BKQKnv6SoE3NENTNfm9?vDKQgv7TDLULCLTLhg29vM90mN?NdfLIsCIHMS1Sg208loN?2!?!o!8Zf1Q0CTZQ!o0JTJHJoJSJ,a737934b-c884-11ef-82f6-6cfe544c0428,,r7/ppp2R2/2kp4/3p4/8/8/PPP4P/2K5 w - -,blitz,chess,1555,resigned,https://api.chess.com/pub/player/quietforest,quietforest,cd038662-756a-11e2-802a-000000000000,1584,win,https://api.chess.com/pub/player/elitebarbs13,EliteBarbs13,d35dcd9c-9987-11e7-802c-000000000000,https://www.chess.com/openings/Indian-Game...3.Nc3-Bg7-4.e4-d6-5.Qd2,,
https://www.chess.com/game/live/129522178499,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2025.01.02""]
[Round ""-""]
[White ""goturgoat""]
[Black ""EliteBarbs13""]
[Result ""1-0""]
[CurrentPosition ""r6r/p5kn/bqpp2Q1/4p2P/4P1p1/1PNN1pP1/P1P2P2/1K1B1R1R b - -""]
[Timezone ""UTC""]
[ECO ""B07""]
[ECOUrl ""https://www.chess.com/openings/Pirc-Defense-Classical-Schlechter-Variation-5...O-O-6.Be2""]
[UTCDate ""2025.01.02""]
[UTCTime ""02:00:39""]
[WhiteElo ""1574""]
[BlackElo ""1576""]
[TimeControl ""180+2""]
[Termination ""goturgoat won by resignation""]
[StartTime ""02:00:39""]
[EndDate ""2025.01.02""]
[EndTime ""02:03:47""]
[Link ""https://www.chess.com/game/live/129522178499""]

1. e4 {[%clk 0:03:02]} 1... g6 {[%clk 0:02:59.6]} 2. d4 {[%clk 0:03:03.2]} 2... Bg7 {[%clk 0:03:01.5]} 3. Be2 {[%clk 0:03:04]} 3... d6 {[%clk 0:03:03.4]} 4. Nf3 {[%clk 0:03:05.5]} 4... Nf6 {[%clk 0:03:03.8]} 5. Nc3 {[%clk 0:03:06.2]} 5... O-O {[%clk 0:03:05]} 6. h3 {[%clk 0:03:07]} 6... Nc6 {[%clk 0:03:06]} 7. Be3 {[%clk 0:03:08.3]} 7... e5 {[%clk 0:03:07.5]} 8. d5 {[%clk 0:03:09.5]} 8... Ne7 {[%clk 0:03:08.6]} 9. Qd2 {[%clk 0:03:09.7]} 9... Ne8 {[%clk 0:03:10]} 10. Bh6 {[%clk 0:03:09.7]} 10... f5 {[%clk 0:03:10.8]} 11. Bxg7 {[%clk 0:03:10.8]} 11... Kxg7 {[%clk 0:03:12.4]} 12. O-O-O {[%clk 0:03:11.8]} 12... f4 {[%clk 0:03:13.7]} 13. Kb1 {[%clk 0:03:12.3]} 13... h6 {[%clk 0:03:14.1]} 14. Rdf1 {[%clk 0:03:12]} 14... g5 {[%clk 0:03:15.2]} 15. g3 {[%clk 0:03:12.6]} 15... Ng6 {[%clk 0:03:11.1]} 16. h4 {[%clk 0:03:07]} 16... g4 {[%clk 0:03:10.7]} 17. Ne1 {[%clk 0:03:07.4]} 17... f3 {[%clk 0:03:11.8]} 18. Bd1 {[%clk 0:03:08.5]} 18... h5 {[%clk 0:03:12.3]} 19. b3 {[%clk 0:02:46.7]} 19... c6 {[%clk 0:03:08.6]} 20. dxc6 {[%clk 0:02:45.8]} 20... bxc6 {[%clk 0:03:03.6]} 21. Nd3 {[%clk 0:02:46.7]} 21... Qb6 {[%clk 0:02:54]} 22. Qg5 {[%clk 0:02:37]} 22... Ba6 {[%clk 0:02:45.8]} 23. Qxh5 {[%clk 0:02:34.9]} 23... Nf6 {[%clk 0:02:46.9]} 24. Qg5 {[%clk 0:02:33.3]} 24... Rh8 {[%clk 0:02:38.9]} 25. h5 {[%clk 0:02:30.8]} 25... Nh7 {[%clk 0:02:28]} 26. Qxg6+ {[%clk 0:02:30.6]} 1-0
",180+2,1735783427,true,85.2,75.1,mC2UlB92fmZRgv!Tbs8!px5Qcu0KBJQ0dlT8uV1LV2!2ecLDcb3VdfUMow0UxFMEveDvmdVNjrYQJQXQet7PlM6OMN8TNM9?FNT3MU,5d49cdcd-c8ad-11ef-82f6-6cfe544c0428,,r6r/p5kn/bqpp2Q1/4p2P/4P1p1/1PNN1pP1/P1P2P2/1K1B1R1R b - -,blitz,chess,1574,win,https://api.chess.com/pub/player/goturgoat,goturgoat,b7e7493e-0a09-11e2-803e-000000000000,1576,resigned,https://api.chess.com/pub/player/elitebarbs13,EliteBarbs13,d35dcd9c-9987-11e7-802c-000000000000,https://www.chess.com/openings/Pirc-Defense-Classical-Schlechter-Variation-5...O-O-6.Be2,,
https://www.chess.com/game/daily/750450711,"[Event ""2025 Chess.com Daily Chess Championship - Round 1""]
[Site ""Chess.com""]
[Date ""2025.01.01""]
[Round ""-""]
[White ""Boykingsaga""]
[Black ""EliteBarbs13""]
[Result ""0-1""]
[CurrentPosition ""rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1""]
[Timezone ""UTC""]
[ECO ""A00""]
[ECOUrl ""https://www.chess.com/openings/Undefined""]
[UTCDate ""2025.01.01""]
[UTCTime ""02:46:10""]
[WhiteElo ""1141""]
[BlackElo ""1416""]
[TimeControl ""1/86400""]
[Termination ""EliteBarbs13 won on time""]
[StartTime ""02:46:10""]
[EndDate ""2025.01.02""]
[EndTime ""02:48:12""]
[Link ""https://www.chess.com/game/daily/750450711""]

0-1
",1/86400,1735786092,true,,,,8f221c70-c7ea-11ef-b4de-4749f301000b,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,daily,chess,1141,timeout,https://api.chess.com/pub/player/boykingsaga,Boykingsaga,c22fc6f2-c6a1-11ea-8753-2557ea4241f6,1416,win,https://api.chess.com/pub/player/elitebarbs13,EliteBarbs13,d35dcd9c-9987-11e7-802c-000000000000,https://www.chess.com/openings/Undefined,1735699570,https://api.chess.com/pub/tournament/2025-chess-com-daily-chess-championship-1
https://www.chess.com/game/daily/750450667,"[Event ""2025 Chess.com Daily Chess Championship - Round 1""]
[Site ""Chess.com""]
[Date ""2025.01.01""]
[Round ""-""]
[White ""tonyjyt""]
[Black ""EliteBarbs13""]
[Result ""0-1""]
[CurrentPosition ""rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2""]
[Timezone ""UTC""]
[ECO ""B06""]
[ECOUrl ""https://www.chess.com/openings/Modern-Defense-with-1-e4""]
[UTCDate ""2025.01.01""]
[UTCTime ""02:46:10""]
[WhiteElo ""579""]
[BlackElo ""1416""]
[TimeControl ""1/86400""]
[Termination ""EliteBarbs13 won on time""]
[StartTime ""02:46:10""]
[EndDate ""2025.01.02""]
[EndTime ""21:06:30""]
[Link ""https://www.chess.com/game/daily/750450667""]

1. e4 {[%clk 14:27:50]} 1... g6 {[%clk 15:13:04]} 0-1
",1/86400,1735851990,true,,,mC2U,8f1cc36a-c7ea-11ef-be38-60d94001000b,,rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,daily,chess,579,timeout,https://api.chess.com/pub/player/tonyjyt,tonyjyt,ea5cf2fe-337b-11ee-b538-f3a3546919bc,1416,win,https://api.chess.com/pub/player/elitebarbs13,EliteBarbs13,d35dcd9c-9987-11e7-802c-000000000000,https://www.chess.com/openings/Modern-Defense-with-1-e4,1735699570,https://api.chess.com/pub/tournament/2025-chess-com-daily-chess-championship-1
https://www.chess.com/game/daily/750450651,"[Event ""2025 Chess.com Daily Chess Championship - Round 1""]
[Site ""Chess.com""]
[Date ""2025.01.01""]
[Round ""-""]
[White ""EliteBarbs13""]
[Black ""Boykingsaga""]
[Result ""1-0""]
[CurrentPosition ""rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1""]
[Timezone ""UTC""]
[ECO ""B00""]
[ECOUrl ""https://www.chess.com/openings/Kings-Pawn-Opening""]
[UTCDate ""2025.01.01""]
[UTCTime ""02:46:10""]
[WhiteElo ""1416""]
[BlackElo ""1141""]
[TimeControl ""1/86400""]
[Termination ""EliteBarbs13 won on time""]
[StartTime ""02:46:10""]
[EndDate ""2025.01.02""]
[EndTime ""21:06:43""]
[Link ""https://www.chess.com/game/daily/750450651""]

1. e4 {[%clk 5:41:46]} 1-0
",1/86400,1735852003,true,,,mC,8f1c123a-c7ea-11ef-bcd0-020cad01000b,,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,daily,chess,1416,win,https://api.chess.com/pub/player/elitebarbs13,EliteBarbs13,d35dcd9c-9987-11e7-802c-000000000000,1141,timeout,https://api.chess.com/pub/player/boykingsaga,Boykingsaga,c22fc6f2-c6a1-11ea-8753-2557ea4241f6,https://www.chess.com/openings/Kings-Pawn-Opening,1735699570,https://api.chess.com/pub/tournament/2025-chess-com-daily-chess-championship-1
https://www.chess.com/game/daily/750450815,"[Event ""2025 Chess.com Daily Chess Championship - Round 1""]
[Site ""Chess.com""]
[Date ""2025.01.01""]
[Round ""-""]
[White ""EliteBarbs13""]
[Black ""tonyjyt""]
[Result ""1-0""]
[CurrentPosition ""rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1""]
[Timezone ""UTC""]
[ECO ""B00""]
[ECOUrl ""https://www.chess.com/openings/Kings-Pawn-Opening""]
[UTCDate ""2025.01.01""]
[UTCTime ""02:46:11""]
[WhiteElo ""1416""]
[BlackElo ""579""]
[TimeControl ""1/86400""]
[Termination ""EliteBarbs13 won on time""]
[StartTime ""02:46:11""]
[EndDate ""2025.01.02""]
[EndTime ""21:06:49""]
[Link ""https://www.chess.com/game/daily/750450815""]

1. e4 {[%clk 5:41:30]} 1-0
",1/86400,1735852009,true,,,mC,8f2c05aa-c7ea-11ef-8123-d560d001000b,,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,daily,chess,1416,win,https://api.chess.com/pub/player/elitebarbs13,EliteBarbs13,d35dcd9c-9987-11e7-802c-000000000000,579,timeout,https://api.chess.com/pub/player/tonyjyt,tonyjyt,ea5cf2fe-337b-11ee-b538-f3a3546919bc,https://www.chess.com/openings/Kings-Pawn-Opening,1735699571,https://api.chess.com/pub/tournament/2025-chess-com-daily-chess-championship-1
https://www.chess.com/game/daily/750450653,"[Event ""2025 Chess.com Daily Chess Championship - Round 1""]
[Site ""Chess.com""]
[Date ""2025.01.01""]
[Round ""-""]
[White ""alanan2005""]
[Black ""EliteBarbs13""]
[Result ""0-1""]
[CurrentPosition ""rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4""]
[Timezone ""UTC""]
[ECO ""B06""]
[ECOUrl ""https://www.chess.com/openings/Modern-Defense-with-1-e4-2.d4-Bg7-3.Nf3-d6""]
[UTCDate ""2025.01.01""]
[UTCTime ""02:46:10""]
[WhiteElo ""818""]
[BlackElo ""1416""]
[TimeControl ""1/86400""]
[Termination ""EliteBarbs13 won on time""]
[StartTime ""02:46:10""]
[EndDate ""2025.01.02""]
[EndTime ""21:23:18""]
[Link ""https://www.chess.com/game/daily/750450653""]

1. e4 {[%clk 7:01:16]} 1... g6 {[%clk 22:39:35]} 2. Nf3 {[%clk 23:59:35]} 2... Bg7 {[%clk 23:57:37]} 3. d4 {[%clk 23:59:48]} 3... d6 {[%clk 23:46:08]} 0-1
",1/86400,1735852998,true,,,mC2Ugv92lBZR,8f1c2cac-c7ea-11ef-9d6e-ff28b301000b,,rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,daily,chess,818,timeout,https://api.chess.com/pub/player/alanan2005,alanan2005,4e56f65a-7e74-11ed-aac0-25380e50fe40,1416,win,https://api.chess.com/pub/player/elitebarbs13,EliteBarbs13,d35dcd9c-9987-11e7-802c-000000000000,https://www.chess.com/openings/Modern-Defense-with-1-e4-2.d4-Bg7-3.Nf3-d6,1735699570,https://api.chess.com/pub/tournament/2025-chess-com-daily-chess-championship-1
https://www.chess.com/game/daily/750450769,"[Event ""2025 Chess.com Daily Chess Championship - Round 1""]
[Site ""Chess.com""]
[Date ""2025.01.01""]
[Round ""-""]
[White ""EliteBarbs13""]
[Black ""alanan2005""]
[Result ""1-0""]
[CurrentPosition ""rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3""]
[Timezone ""UTC""]
[ECO ""C42""]
[ECOUrl ""https://www.chess.com/openings/Petrovs-Defense-Three-Knights-Game""]
[UTCDate ""2025.01.01""]
[UTCTime ""02:46:10""]
[WhiteElo ""1416""]
[BlackElo ""818""]
[TimeControl ""1/86400""]
[Termination ""EliteBarbs13 won on time""]
[StartTime ""02:46:10""]
[EndDate ""2025.01.02""]
[EndTime ""21:23:40""]
[Link ""https://www.chess.com/game/daily/750450769""]

1. e4 {[%clk 5:41:56]} 1... e5 {[%clk 23:58:19]} 2. Nf3 {[%clk 23:57:43]} 2... Nf6 {[%clk 23:59:38]} 3. Nc3 {[%clk 23:46:10]} 1-0
",1/86400,1735853020,true,,,mC0Kgv!Tbs,8f2888da-c7ea-11ef-a063-fd581301000b,,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,daily,chess,1416,win,https://api.chess.com/pub/player/elitebarbs13,EliteBarbs13,d35dcd9c-9987-11e7-802c-000000000000,818,timeout,https://api.chess.com/pub/player/alanan2005,alanan2005,4e56f65a-7e74-11ed-aac0-25380e50fe40,https://www.chess.com/openings/Petrovs-Defense-Three-Knights-Game,1735699570,https://api.chess.com/pub/tournament/2025-chess-com-daily-chess-championship-1
https://www.chess.com/game/daily/750450833,"[Event ""2025 Chess.com Daily Chess Championship - Round 1""]
[Site ""Chess.com""]
[Date ""2025.01.01""]
[Round ""-""]
[White ""AarushRV""]
[Black ""EliteBarbs13""]
[Result ""0-1""]
[CurrentPosition ""rnbqk1nr/ppppppbp/6p1/8/8/4P3/PPPPBPPP/RNBQK1NR w KQkq - 2 3""]
[Timezone ""UTC""]
[ECO ""A00""]
[ECOUrl ""https://www.chess.com/openings/Van-t-Kruijs-Opening-1...g6""]
[UTCDate ""2025.01.01""]
[UTCTime ""02:46:11""]
[WhiteElo ""377""]
[BlackElo ""1416""]
[TimeControl ""1/86400""]
[Termination ""EliteBarbs13 won on time""]
[StartTime ""02:46:11""]
[EndDate ""2025.01.03""]
[EndTime ""17:52:50""]
[Link ""https://www.chess.com/game/daily/750450833""]

1. e3 {[%clk 22:13:38]} 1... g6 {[%clk 7:27:39]} 2. Be2 {[%clk 14:17:49]} 2... Bg7 {[%clk 12:56:16]} 0-1
",1/86400,1735926770,true,,,mu2Ufm92,8f2ef7d8-c7ea-11ef-8ad1-a5ddd501000b,,rnbqk1nr/ppppppbp/6p1/8/8/4P3/PPPPBPPP/RNBQK1NR w KQkq - 2 3,daily,chess,377,timeout,https://api.chess.com/pub/player/aarushrv,AarushRV,9b92af10-b4cc-11ee-a02c-512b56672f53,1416,win,https://api.chess.com/pub/player/elitebarbs13,EliteBarbs13,d35dcd9c-9987-11e7-802c-000000000000,https://www.chess.com/openings/Van-t-Kruijs-Opening-1...g6,1735699571,https://api.chess.com/pub/tournament/2025-chess-com-daily-chess-championship-1
https://www.chess.com/game/daily/750450671,"[Event ""2025 Chess.com Daily Chess Championship - Round 1""]
[Site ""Chess.com""]
[Date ""2025.01.01""]
[Round ""-""]
[White ""EliteBarbs13""]
[Black ""AarushRV""]
[Result ""1-0""]
[CurrentPosition ""rnbqkbnr/pp1ppppp/8/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 2""]
[Timezone ""UTC""]
[ECO ""B22""]
[ECOUrl ""https://www.chess.com/openings/Alapin-Sicilian-Defense""]
[UTCDate ""2025.01.01""]
[UTCTime ""02:46:10""]
[WhiteElo ""1416""]
[BlackElo ""377""]
[TimeControl ""1/86400""]
[Termination ""EliteBarbs13 won on time""]
[StartTime ""02:46:10""]
[EndDate ""2025.01.03""]
[EndTime ""17:53:21""]
[Link ""https://www.chess.com/game/daily/750450671""]

1. e4 {[%clk 5:41:36]} 1... c5 {[%clk 14:17:35]} 2. c3 {[%clk 12:56:14]} 1-0
",1/86400,1735926801,true,,,mCYIks,8f1d10d6-c7ea-11ef-8f02-e90de701000b,,rnbqkbnr/pp1ppppp/8/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 2,daily,chess,1416,win,https://api.chess.com/pub/player/elitebarbs13,EliteBarbs13,d35dcd9c-9987-11e7-802c-000000000000,377,timeout,https://api.chess.com/pub/player/aarushrv,AarushRV,9b92af10-b4cc-11ee-a02c-512b56672f53,https://www.chess.com/openings/Alapin-Sicilian-Defense,1735699570,https://api.chess.com/pub/tournament/2025-chess-com-daily-chess-championship-1
